18:40:43 INFO  manager.ApplicationManager - Tests Using Firefox
18:41:15 INFO  manager.TestNgListener - Test loginNegativeWrongEmail successful
18:41:15 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //h2[contains(text(),'success')]
18:41:20 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //h2[contains(text(),'success')] is found
18:41:20 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //h2[contains(text(),'incorrect')]
18:41:20 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //h2[contains(text(),'incorrect')] is found
18:41:20 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //button[@type='button']
18:41:20 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //button[@type='button'] is found
18:41:21 INFO  tests.TestBase - =====================end==method======================== 
18:41:21 INFO  tests.TestBase - Method loginNegativeWrongEmail2 is started 
18:41:21 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //*[.=' Logout ']
18:41:26 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //*[.=' Logout '] is found
18:41:26 INFO  manager.TestNgListener - Test loginNegativeWrongEmail2 invoked
18:41:26 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //*[.=' Log in ']
18:41:26 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //*[.=' Log in '] is found
18:41:26 INFO  manager.WebDriverListener - Start searching element -> By.xpath: (//input[@id='email'])
18:41:26 INFO  manager.WebDriverListener - Element with locator -> By.xpath: (//input[@id='email']) is found
18:41:26 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //input[@id='password']
18:41:26 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //input[@id='password'] is found
18:41:26 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //button[@type='submit']
18:41:26 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //button[@type='submit'] is found
18:41:26 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //h2[contains(text(),'incorrect')]
18:41:26 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //h2[contains(text(),'incorrect')] is found
18:41:26 INFO  manager.TestNgListener - Test loginNegativeWrongEmail2 successful
18:41:26 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //h2[contains(text(),'success')]
18:41:31 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //h2[contains(text(),'success')] is found
18:41:31 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //h2[contains(text(),'incorrect')]
18:41:31 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //h2[contains(text(),'incorrect')] is found
18:41:31 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //button[@type='button']
18:41:31 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //button[@type='button'] is found
18:41:32 INFO  tests.TestBase - =====================end==method======================== 
18:41:32 INFO  tests.TestBase - Method loginPositiveUser is started 
18:41:32 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //*[.=' Logout ']
18:41:37 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //*[.=' Logout '] is found
18:41:37 INFO  manager.TestNgListener - Test loginPositiveUser invoked
18:41:37 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //*[.=' Log in ']
18:41:37 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //*[.=' Log in '] is found
18:41:37 INFO  manager.WebDriverListener - Start searching element -> By.xpath: (//input[@id='email'])
18:41:37 INFO  manager.WebDriverListener - Element with locator -> By.xpath: (//input[@id='email']) is found
18:41:37 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //input[@id='password']
18:41:37 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //input[@id='password'] is found
18:41:37 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //button[@type='submit']
18:41:37 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //button[@type='submit'] is found
18:41:37 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //h2[contains(text(),'success')]
18:41:37 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //h2[contains(text(),'success')] is found
18:41:37 INFO  manager.TestNgListener - Test loginPositiveUser successful
18:41:37 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //h2[contains(text(),'success')]
18:41:37 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //h2[contains(text(),'success')] is found
18:41:37 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //button[@type='button']
18:41:37 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //button[@type='button'] is found
18:41:38 INFO  tests.TestBase - =====================end==method======================== 
18:41:38 INFO  tests.TestBase - Method NegativeRegTestWrongEmail is started 
18:41:38 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //*[.=' Logout ']
18:41:38 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //*[.=' Logout '] is found
18:41:38 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //*[.=' Logout ']
18:41:38 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //*[.=' Logout '] is found
18:41:38 INFO  manager.TestNgListener - Test NegativeRegTestWrongEmail invoked
18:41:38 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //*[.=' Sign up ']
18:41:38 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //*[.=' Sign up '] is found
18:41:38 INFO  manager.WebDriverListener - Start searching element -> By.xpath: (//input[@id='name'])
18:41:38 INFO  manager.WebDriverListener - Element with locator -> By.xpath: (//input[@id='name']) is found
18:41:38 INFO  manager.WebDriverListener - Start searching element -> By.xpath: (//input[@id='lastName'])
18:41:38 INFO  manager.WebDriverListener - Element with locator -> By.xpath: (//input[@id='lastName']) is found
18:41:38 INFO  manager.WebDriverListener - Start searching element -> By.xpath: (//input[@id='email'])
18:41:38 INFO  manager.WebDriverListener - Element with locator -> By.xpath: (//input[@id='email']) is found
18:41:38 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //input[@id='password']
18:41:38 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //input[@id='password'] is found
18:41:39 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //button[@type='submit']
18:41:39 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //button[@type='submit'] is found
18:41:41 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //h2[contains(text(),'success')]
18:41:46 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //h2[contains(text(),'success')] is found
18:41:46 INFO  tests.TestBase - NegativeRegTestWrongEmail successfully with credentials: Email: domes2498mail.com & Password: 123456Aa$W
18:41:46 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //button[@type='button']
18:41:46 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //button[@type='button'] is found
18:41:46 INFO  manager.TestNgListener - Test NegativeRegTestWrongEmail successful
18:41:46 INFO  tests.TestBase - =====================end==method======================== 
18:41:46 INFO  tests.TestBase - Method NegativeRegTestWrongPassword is started 
18:41:46 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //*[.=' Logout ']
18:41:51 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //*[.=' Logout '] is found
18:41:51 INFO  manager.TestNgListener - Test NegativeRegTestWrongPassword invoked
18:41:51 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //*[.=' Sign up ']
18:41:51 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //*[.=' Sign up '] is found
18:41:51 INFO  manager.WebDriverListener - Start searching element -> By.xpath: (//input[@id='name'])
18:41:51 INFO  manager.WebDriverListener - Element with locator -> By.xpath: (//input[@id='name']) is found
18:41:51 INFO  manager.WebDriverListener - Start searching element -> By.xpath: (//input[@id='lastName'])
18:41:51 INFO  manager.WebDriverListener - Element with locator -> By.xpath: (//input[@id='lastName']) is found
18:41:52 INFO  manager.WebDriverListener - Start searching element -> By.xpath: (//input[@id='email'])
18:41:52 INFO  manager.WebDriverListener - Element with locator -> By.xpath: (//input[@id='email']) is found
18:41:52 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //input[@id='password']
18:41:52 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //input[@id='password'] is found
18:41:52 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //button[@type='submit']
18:41:52 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //button[@type='submit'] is found
18:41:54 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //div[contains(text(),'Password must contain')]
18:41:54 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //div[contains(text(),'Password must contain')] is found
18:41:54 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //button[@type='button']
18:41:54 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //button[@type='button'] is found
18:41:54 INFO  tests.TestBase - NegativeRegTestWrongPassword successfully with credentials: Email: domes2511@mail.com & Password: 123456Aa
18:41:54 INFO  manager.TestNgListener - Test NegativeRegTestWrongPassword successful
18:41:54 INFO  tests.TestBase - =====================end==method======================== 
18:41:54 INFO  tests.TestBase - Method PositiveRegTest is started 
18:41:54 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //*[.=' Logout ']
18:41:59 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //*[.=' Logout '] is found
18:41:59 INFO  manager.TestNgListener - Test PositiveRegTest invoked
18:41:59 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //*[.=' Sign up ']
18:41:59 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //*[.=' Sign up '] is found
18:41:59 INFO  tests.TestBase - openRegistrationForm invoked
18:41:59 INFO  manager.WebDriverListener - Start searching element -> By.xpath: (//input[@id='name'])
18:41:59 INFO  manager.WebDriverListener - Element with locator -> By.xpath: (//input[@id='name']) is found
18:41:59 INFO  manager.WebDriverListener - Start searching element -> By.xpath: (//input[@id='lastName'])
18:42:00 INFO  manager.WebDriverListener - Element with locator -> By.xpath: (//input[@id='lastName']) is found
18:42:00 INFO  manager.WebDriverListener - Start searching element -> By.xpath: (//input[@id='email'])
18:42:00 INFO  manager.WebDriverListener - Element with locator -> By.xpath: (//input[@id='email']) is found
18:42:00 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //input[@id='password']
18:42:00 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //input[@id='password'] is found
18:42:00 INFO  tests.TestBase - fillRegForm invoked
18:42:01 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //button[@type='submit']
18:42:01 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //button[@type='submit'] is found
18:42:01 INFO  tests.TestBase - submitLogin Invoked
18:42:01 INFO  manager.WebDriverListener - Start searching element -> By.xpath: //h2[contains(text(),'success')]
18:42:01 INFO  manager.WebDriverListener - Element with locator -> By.xpath: //h2[contains(text(),'success')] is found
18:42:01 INFO  tests.TestBase - PositiveRegTest successfully with credentials: Email: domes2519@mail.com & Password: 123456Aa$W
18:42:01 INFO  manager.TestNgListener - Test PositiveRegTest successful
18:42:01 INFO  tests.TestBase - =====================end==method======================== 
